x,y,humid,humid90,temp,temp90,h10pix,h10pix90,trees,trees90,NoYes,Xmin,Xmax,Ymin,Ymax,group
49.634197895821316,14.365193043397893,7.30133304595947,7.9998888015747,8.35832977294922,10.32333984375,16.1752796173096,16.1752796173096,1,5,0,37,38,38,37.5,0
18.92994267824697,69.43300998291146,6.81716694831848,7.14102792739868,3.02916502952576,4.83750286102295,9.02361106872559,9.02361106872559,4.5,35.6,0,6,9,63,62,0
-10.602289743107049,-60.741918186496044,16.5720024108887,16.9553318023682,21.4500007629395,21.9466999053955,19.2727794647217,19.5299453735352,1,1,0,20.5,25.5,-21.5,-23.5,0
30.05507351385688,-40.08807922687682,24.9750541687012,25.5114213943481,27.283299446106,27.6916706085205,28.392219543457,28.392219543457,4,18.5,1,43,44.5,3,1.5,0
4.156271226273322,27.246566841846516,10.5875528335571,10.7223306655884,15.4416499137878,15.6749701499939,15.5422201156616,15.5422201156616,2.5,4.5,0,7,7.5,36.5,36.5,0
-1.3532032544627994,33.1571941853008,13.1511096954346,13.1511096954346,15.2833003997803,15.2833003997803,14.9241695404053,14.9241695404053,11,11,0,3,3,39.5,39.5,0
18.622891744835293,25.442133918364473,12.2372764587402,12.9854961395264,14.9416999816895,15.5599994659424,15.9636096954346,15.9636096954346,5,21.4,0,15.5,18.5,41.5,40,0
-20.04997541262737,0.1600919752296078,19.1855026245117,19.8336727142334,28.1833000183105,28.5016998291016,25.7763900756836,28.414778137207,2,10.2,1,0.5,1.5,12.5,11,0
-25.00396181647233,-7.313818856228896,24.8152221679687,26.2816680908203,26.8332996368408,28.1216594696045,29.1766700744629,29.301781463623,10,25.6,1,0.5,1.5,10.5,6,0
-20.27815816189629,3.6469086041414016,17.8466701507568,17.8466701507568,28.3250007629395,28.3250007629395,25.4825000762939,25.4825000762939,0,0,1,0,0,12.5,12.5,0
-8.696691901544671,-74.25998685489022,8.7797504901886,9.31491713523865,12.483350276947,14.2766703605652,21.0504150390625,21.2636352539062,3.5,5.5,0,28,28.5,-29.5,-29.5,0
33.09588813845137,2.0343283062693844,16.7514194488525,16.9849193572998,20.9916496276855,21.1183296203613,17.5083293914795,17.5083293914795,5,9,0,32.5,32.5,30.5,30,0
-58.84555573980075,-34.96687693075573,26.9149709701538,27.1331369400024,25.2041501998901,25.340830039978,29.0588893890381,29.0588893890381,64.5,72.1,1,-7,-7,5,4.5,0
22.529388122796146,-49.91765771540266,26.3080596923828,26.3080596923828,25.7833003997803,25.7833003997803,26.7791690826416,26.7791690826416,0,0,1,39.5,39.5,-7,-7,0
14.129152141027001,-50.01060128758014,23.3790584564209,25.1988918304443,24.11669921875,25.5466606140137,26.7791690826416,26.7791690826416,30,40.2,1,37.5,39,-5,-6,0
-0.0374494869529335,-51.36807139779078,18.7776103973389,19.2546903610229,22.3832998275757,23.8400098800659,21.0741691589355,21.9793033599854,19.5,39.1,0,28.5,30.5,-15,-16,0
43.76649011821585,-23.24403612293,19.1449728012085,19.271971321106,22.6416501998901,23.5424900054932,30.128059387207,30.128059387207,0,0,0,44.5,46.5,16.5,16,0
31.323773090207432,74.48190133042951,9.16205558776855,9.23105545043945,7.44583010673523,7.49332995414734,9.77500057220459,9.79891700744629,50.5,71.9,0,17,18,54.5,53.5,0
15.888638147687256,-34.533517225283745,14.6184467315674,14.9096687316895,20.0500001907349,20.8299997329712,25.2215251922607,25.2371929168701,22.5,28.5,1,35,35,0.5,0,0
