x,y,humid,humid90,temp,temp90,h10pix,h10pix90,trees,trees90,NoYes,Xmin,Xmax,Ymin,Ymax
29.026314383944186,-21.149471600987738,23.4822496414185,23.6777519226074,24.0958003997803,24.2566703796387,26.3977746963501,27.499439239502,45,52.1,0,15,17,5,3.5
-34.748005137035456,58.171083163556844,9.76094245910645,10.3649406433105,9.9916696548462,12.3983339309692,14.5022201538086,15.3331077575684,40,70.4,0,32,33,41,41
12.64546008007394,28.667072325574313,14.3611097335815,14.3611097335815,21.4249992370605,21.4249992370605,17.5083293914795,17.5083293914795,0,0,0,31.5,31.5,29,29
-21.880260209637196,-0.21575139202199045,13.2841129302979,13.3198909759521,17.6083498001099,17.6750299453735,15.0141696929932,15.0141696929932,2.5,2.9,0,2,2.5,36,36
42.18295647497232,107.82770944143684,16.5896640777588,18.6676685333252,15.9125003814697,20.8458202362061,25.4437494277954,25.7263046264648,53,68.7,0,85,86,28,27.5
54.95229509793212,110.1096726063307,22.4601696014404,22.9511653900147,21.7332992553711,23.2532997131348,27.0908298492432,27.1122207641602,48,70.6,1,90.5,93,25.5,25
79.19912625666674,124.53379745747529,21.7202211380005,23.6048303604126,21.0041999816895,22.720810508728,25.1511096954346,25.1511096954346,31,62,1,110,117,25,20
11.623488853346238,140.69017271350515,4.00222201347351,4.6851948261261,-3.83749997615814,-0.466666993498802,7.15277814865112,7.1752781867981,1.5,5,0,98.5,103.5,48.5,47
-42.64686031468588,45.30486357880031,9.1938892364502,9.22000045776367,7.90832996368408,8.0616662979126,10.6311101913452,10.700221824646,10,62,0,21.5,22.5,50.5,50.5
47.3696232353817,92.01508091908349,14.8601345062256,17.8193042755127,17.1541500091553,22.25,23.56569480896,23.6894504547119,42,45.1,0,82.5,83,28.5,27.5
-19.041874842473124,6.9091273825773145,8.85805606842041,8.85805606842041,14.2749996185303,14.2749996185303,15.5422201156616,15.5422201156616,1,1,0,7,7,36,36
74.39467628024038,-19.49310428901797,18.1190008163452,18.1646669387817,21.5708494186401,21.6875295639038,23.0437498092651,23.1576375961304,37.5,49.1,0,32,32,-26.5,-27
-12.583635181751237,-43.59561195650228,23.0918325424194,23.2311647415161,26.5249996185303,26.6249996185303,27.6922206878662,27.6922206878662,18,31.6,0,-15.5,-15,12,12
22.372068089600624,108.91012535528155,1.45927798748016,2.96288919448852,-1.57500004768372,5.57332382202148,22.836109161377,23.5069423675537,1,63,0,82,83.5,30,28.5
173.19795093971385,84.78510851874952,11.2047200202942,11.782084941864,19.1583003997803,22.1208000183105,12.2913904190063,12.5647201538086,0,5,0,129.5,141,-26.5,-38
48.576610012853884,1.0713448565873804,18.6816692352295,18.6816692352295,20.8416996002197,20.8416996002197,25.4247207641602,25.4247207641602,0,0,0,30.5,30.5,-2.5,-2.5
-79.43623554068695,-89.44423266138519,24.6018056869507,25.0005550384521,26.0166997909546,26.4416494369507,28.6480598449707,28.6480598449707,50,90.5,1,-58.5,-57.5,5.5,4.5
-83.1113664680497,-166.1078860687915,17.2197212219238,18.0424999237061,20.9500007629395,21.8633205413818,21.702220916748,24.143278503418,1,6.4,0,-114.5,-109.5,27.5,23
-46.201617739352685,14.020001094549848,10.5288316726685,10.5924997329712,9.84167003631592,9.90500221252441,11.5086097717285,11.5737241744995,3,36.2,0,2,4,50.5,50
12.111287981381837,27.735345282629446,14.6826433181763,14.7329214096069,21.4166994094849,21.576699256897,17.5083293914795,17.5083293914795,0,0,0,30.5,31,29,29
-119.54599832680263,-93.54955273138211,13.7174408912659,14.1437522888184,14.3541502952576,15.1524698257446,18.0268049240112,18.8906980514526,42.5,76.1,0,-89.5,-82,36,35
75.98776712508628,136.43563660055554,22.1040565490723,22.5906127929687,21.7667007446289,22.6333404541016,28.8688907623291,28.8688907623291,75,79.8,1,108,108.5,14.5,14
43.209774863215216,5.29034720372345,20.0969171524048,20.3807500839233,21.5416498184204,22.0149997711182,24.3016700744629,24.6257814407349,0,18.4,0,31.5,33,-0.5,-1
35.096919574391436,116.02028818981186,6.03444385528564,6.03444385528564,4.56666994094849,4.56666994094849,25.9486103057861,25.9486103057861,55,55,0,90,90,27.5,27.5
-16.472914838386767,9.163663857416479,14.1258296966553,14.1258296966553,17.625,17.625,16.625,16.625,12,12,0,10,10,36.5,36.5
99.95747337279923,86.4202971130348,28.2446681976318,28.4093364715576,26.9125003814697,27.3158603668213,28.9155597686768,28.9155597686768,14,22.8,1,104.5,105,12,12
20.81030289026013,46.754405993736626,12.1987478256226,12.3429159164429,23.7749996185303,23.9799997329712,15.8822202682495,15.8822202682495,0.5,1,0,45,46,32,31.5
-49.036230298955935,-128.32765282324368,23.7630027770996,23.966886138916,25.2332992553711,25.4667003631592,28.1561107635498,28.5097263336182,20,32.6,1,-80.5,-79.5,0,-1.5
20.237848322296962,-11.321457774856441,20.2972503662109,20.3557502746582,26.5458498001099,26.5825296401978,24.53444480896,24.6811122894287,30.5,38.9,0,16,16.5,8.5,8.5
56.34818228764365,67.14266694889652,16.0352764129639,16.9320575714111,25.5916996002197,26.2166996002197,21.5811100006104,24.7933292388916,1,2,1,70,78,29.5,23
42.054420107739865,1.351828738167727,16.6733303070068,16.6733303070068,19.1749992370605,19.1749992370605,25.6177806854248,25.6177806854248,11,11,0,30,30,-2.5,-2.5
7.786323332097981,-143.88525141220842,10.3018869400024,11.5443067550659,13.0166501998901,17.3174694061279,14.3400001525879,15.2997198104858,1,14.9,0,-70,-66.5,-32.5,-37.5
-40.46077544602277,44.16748548818273,10.0365562438965,10.0553321838379,9.875,9.98163986206055,11.1358299255371,11.1731658935547,8,64,0,22,22.5,48,47.5
-11.740725431758184,14.439841957633822,14.9305017471313,15.1612762451172,16.5666999816895,17.3050205230713,16.625,16.625,0,8.2,0,13,15,37.5,36.5
51.59874365911269,4.047019497024554,17.9706653594971,18.7671646118164,21.5750007629395,22.7617000579834,26.7791690826416,26.7791690826416,12,38.8,1,35.5,37,-4.5,-7
17.674825288425456,89.98418503112714,3.14377784729004,9.38966579437256,0.358332991600037,14.5950000762939,15.0924997329712,17.2657775878906,0,6,0,68,75,40.5,36.5
166.18819178727676,153.53856474755264,16.70133147756864,17.243849965717807,18.411526265429675,19.405655481103896,29.3402805328369,29.3402805328369,0,0,1,168.5,168.5,7.5,7.5
-56.2855685684613,23.05566787278861,9.74100036621094,9.9086669921875,9.30000019073486,9.94000034332275,12.1244401931763,12.404888343811,16,68,0,7.5,8,48.5,47.5
104.1801695806831,89.84490691550111,24.9895015716553,25.3081676483154,24.8458499908447,25.5491703033447,28.6122255325317,28.7086694717407,10,18,1,109,109,15,14.5
22.09783758454423,77.06095003885909,8.914111328125,9.51677837371826,11.8999996185303,16.6433406829834,11.6916704177856,11.6916704177856,0,0.199999999999999,0,64.5,65.5,36.5,35
50.84416383837146,-54.36498991595066,24.9742782592773,25.1477256774902,23.7667007446289,23.8533401489258,29.184440612793,29.2133361816406,77,78.6,0,11,11.5,1.5,1
10.885596290843115,42.12899636225474,9.03330535888672,9.64566688537598,17.4624996185303,18.6116394042969,16.1752796173096,16.1752796173096,0,0.200000000000003,0,36.5,40,35,33
-15.417734801383236,42.63332731464378,9.63972234725952,9.87694454193115,9.6749997138977,10.0166997909546,11.9813899993896,12.4794449806213,5,19.5,0,27.5,30,48,45.5
58.15718875961352,-0.7810322590008443,19.8694412231445,21.5368335723877,22.1708507537842,23.8167003631592,26.749719619751,26.7791690826416,28,40.4,1,35,38,-10,-11.5
71.48248601730762,116.68653317433609,20.6493049621582,21.5079147338867,22.9458503723145,24.2491706848145,25.8905601501465,25.8905601501465,40.5,64.1,1,104.5,105,21.5,21.5
60.83932008662554,-36.80878446009432,13.771333026886,15.0416681289673,18.3957996368408,20.9750093460083,15.765830039978,18.9483053207397,0,0,0,13.5,16,-20,-25
81.9453640712287,104.79307544912824,25.530891418457,25.5862236022949,26.75,26.8100006103516,28.9155597686768,28.9155597686768,19,67,1,102,102.5,16,15.5
103.09895045598402,92.43945961112647,26.2333297729492,26.2333297729492,25.9416999816895,25.9416999816895,28.5591697692871,28.5591697692871,20,20,1,109.5,109.5,13,13
-10.952982449526008,-159.66179015768128,10.4983341217041,10.8922220230103,10.8667001724243,11.2849800109863,12.0919399261475,12.7022199630737,58,74.8,0,-73,-71,-38,-39.5
-97.61442664901917,-115.11524497888719,17.2486095428467,17.2486095428467,17.8500003814697,17.8500003814697,29.1669406890869,29.1669406890869,68,68,1,-83.5,-83.5,9.5,9.5
-8.699547355402217,-45.75656448565571,25.25,26.0488891601562,25.8999996185303,26.625,28.5088901519775,28.5088901519775,31,47,1,-12.5,-10.5,9.5,8.5
101.82247802956954,77.68392778240047,27.3252792358398,27.3252792358398,27.7917003631592,27.7917003631592,28.9594402313232,28.9594402313232,8,8,1,101,101,14.5,14.5
-59.039392793817115,-107.72634281241058,24.7755603790283,24.7755603790283,25.3582992553711,25.3582992553711,27.1766700744629,27.1766700744629,23,23,1,-73,-73,19.5,19.5
-54.835451933838,45.42551248238052,8.92255573272705,8.95288906097412,7,7.1,9.69555568695068,9.74555568695068,38,57.2,0,18.5,19,57.5,57
-42.45928294931091,45.98304642309643,8.76388931274414,8.81266679763794,6.7333300113678,6.82249908447266,9.35000038146973,9.38388919830322,28,48.9,0,22,23.5,54,53.5
-77.23006855665324,-151.51040262189247,10.3327208518982,11.0367751121521,17.3291997909546,18.6766796112061,24.2827796936035,25.3308296203613,1,22,0,-103.5,-101,24.5,21
0.6974376076761228,-119.15194894822274,17.4416694641113,18.1055603027344,19.1916999816895,20.2250003814697,20.6433296203613,21.500560760498,17,40,0,-57,-50,-27.5,-33.5
-176.7836381726692,-123.39314810753211,5.96772232055664,7.18883333206177,0.658333003520966,4.65167007446289,9.2852783203125,10.4683303833008,52,76,0,-138,-114.5,59.5,48.5
-12.537185926298626,47.3940120822459,9.4755558013916,9.82988891601562,8.52500009536743,8.89167003631592,11.4040250778198,11.6583299636841,5.5,12.2,0,31,33,47.5,46.5
-95.78828045609521,-85.62755407229051,24.5747203826904,24.9080600738525,26.1499996185303,26.6417007446289,30.000280380249,30.6669406890869,82,85,1,-58,-57,5.5,1.5
-24.60908438285218,40.1402767726275,9.02883338928223,9.05016708374023,7.58333015441895,7.61666603088379,10.5505599975586,10.5505599975586,15,16.6,0,23,24,50.5,50.5
-12.050596004004555,52.45346154878401,9.18958377838135,9.2741665840149,8.73333501815796,9.06666469573975,11.1916704177856,11.5333299636841,2,17,0,33.5,37,48.5,47.5
47.72831079775976,90.00130131739112,11.091304397583,11.4308082580566,10.9083497524261,13.9700096130371,24.1605548858643,24.5684745788574,20,35.3,0,84,85,28.5,28
-21.46120326224427,-34.375103390960525,14.3548898696899,15.3412242889404,26.5,28.001700592041,19.6005592346191,21.6563892364502,0,0,0,-16,-14,21,19
-71.74625958294787,-127.34461922505255,22.0088901519775,22.0088901519775,24.7833003997803,24.7833003997803,29.1749992370605,29.1749992370605,36,36,1,-87.5,-87.5,13.5,13.5
-38.16842744506512,18.917117555739885,9.01055526733398,9.01055526733398,8.18332958221436,8.18332958221436,13.1072196960449,13.1072196960449,28,28,0,9,9,47,47
-92.82716691165066,-136.8944187233088,20.7489135742188,23.7341396331787,25.0458498001099,26.9541397094727,27.7244491577148,27.7244491577148,33,57.2,0,-101.5,-98,18.5,16.5
34.81109450151523,16.86771195924063,15.3864421844482,17.2061702728272,20.4832992553711,25.2033401489258,27.7158298492432,28.4609424591064,17,41,1,35.5,38.5,11.5,10
46.71672028600308,112.89310572512915,13.9597196578979,13.9597196578979,14.3332996368408,14.3332996368408,25.9108295440674,25.9108295440674,57,57,0,92,92,27,27
62.88511675188206,-14.872793108039287,16.5671676635742,17.5412242889404,20.11669921875,22.2083595275879,23.2250003814697,23.7823314666748,14,21.8,0,28,31,-20,-22.5
43.410678380390365,-2.167297598821588,18.6169490814209,18.6169490814209,20.625,20.625,25.4247207641602,25.4247207641602,25,25,0,30,30,-4.5,-4.5
-43.12904645066087,-1.2915385793528384,9.30138874053955,9.84166717529297,10.9167003631592,12.4666996002197,13.9858303070068,14.8005599975586,11,39,0,-6.5,-2,42.5,40
30.14436014279555,137.8502635118658,6.86544485092163,7.20158343315124,7.23749995231628,8.32083282470703,12.8584699630737,16.1611396789551,0,1.9,0,105,107.5,39,35.5
50.816836461394935,120.74527307939327,19.890082359314,21.4278888702393,19.2166500091553,21.7949899673462,26.1761093139648,26.6588897705078,66,71,1,93.5,94.5,25,24
20.18626325303697,-9.198322663199153,20.828108215332,21.0201126098633,26.2166996002197,26.5700004577637,25.7561092376709,25.8303333282471,19,28.8,0,16,17,8.5,7.5
68.37982606638715,114.08227758613381,15.6365016937256,16.4698356628418,15.0749998092651,17.1933204650879,22.3136100769043,24.276448059082,16,43.2,0,104,109.5,28.5,24.5
-36.90000365439905,-9.640129097525373,12.6889471054077,12.7626092910767,16.3291997909546,16.4408193588257,15.3497200012207,15.3497200012207,19,22.4,0,-8,-7,38.5,38
-37.71658457011129,50.71705651755654,9.0149447441101,9.02455587387085,7.37083506584167,7.7241669178009,10.0991697311401,10.4733295440674,12.5,58.8,0,25.5,27.5,51.5,50
-13.518202984308965,9.609802344408083,14.8149995803833,14.8149995803833,18.0333003997803,18.0333003997803,16.625,16.625,2,2,0,10.5,10.5,36.5,36.5
11.625657276911499,30.431965979898727,17.5083293914795,17.5083293914795,20.11669921875,20.11669921875,17.5083293914795,17.5083293914795,0,0,0,32,32,31,31
20.287296389563693,-23.461564816490785,20.326778793335,20.9224460601807,22.9958000183105,24.0782999038696,29.2768096923828,29.3330593109131,38.5,47.3,1,10.5,11,6.5,6
66.34895208333833,-37.241151716045316,7.87388954162598,9.02255592346191,19.11669921875,20.3483005523682,15.6752796173096,15.9789443969727,0,0.199999999999999,0,16,17.5,-24.5,-26
60.543280201944015,-34.18439962639145,9.65088930130005,9.81288938522339,20.441650390625,20.5349700927734,17.7238903045654,18.0116664886475,1,1,0,16,16.5,-21.5,-21.5
69.3517817950046,-13.241124576287605,21.7003913879395,22.0110542297363,23.25,23.5199996948242,24.1944408416748,24.6141700744629,18,39.2,1,32,34.5,-22,-25.5
19.039165036432937,-1.9794000307459643,18.667586517334,19.4321090698242,27.6374998092651,28.543320274353,22.0919494628906,23.0830528259277,7,16.3,0,18,19.5,12.5,10
-23.36096888243161,-120.40609059417191,22.1298881530762,22.8513917922974,25.3375005722046,25.6674903869629,26.761944770813,27.024169921875,42,63.6,1,-59.5,-58,-20,-22.5
-91.6653021926586,-120.97280471518295,22.0357202529907,22.6267202377319,21.8833494186401,22.5966695785522,29.1749992370605,29.1749992370605,45.5,68.3,1,-88,-88,15,14.5
-85.03151506440511,-139.23554187215123,11.9418292045593,13.8686922073364,14.7874999046326,20.0616802215576,27.7244491577148,27.7244491577148,21.5,43.3,0,-100,-98.5,19.5,18.5
53.16255933125753,94.44395030126336,21.059804725647,21.281414604187,23.3500003814697,24.0166400909424,25.97194480896,26.113724899292,47,47,0,85,85.5,27,27
-11.566804732027666,-93.07105298453138,21.4037494659424,24.4744443893433,24.2083501815796,25.4791498184204,26.1711101531982,26.9225006103516,20,48,1,-46,-37.5,-9,-18.5
-10.151471443696765,-45.321711706048674,19.9077213287354,19.924613571167,24.00830078125,24.0150207519531,28.9313907623291,28.9313907623291,33,59.4,1,-9.5,-9,8.5,8
19.420951904146314,42.312876910246395,8.25438919067383,8.61122245788574,22.5417003631592,24.0299999237061,14.5833301544189,16.0263900756836,0,0,0,38.5,45.5,31.5,27.5
-65.34693943831756,-1.68957061243488,10.9258298873901,11.9005603790283,11.6667003631592,13.2833003997803,13.9858303070068,13.9858303070068,41,68,0,-8.5,-7,43,42
-59.08907451785837,-121.92397153527857,25.0523355484009,25.1218915939331,24.7125005722046,24.7758604049683,27.1766700744629,27.1766700744629,11.5,11.9,1,-80.5,-80,22,22
-60.25043180586954,59.84953081424364,7.3735553741455,7.59855556488037,3.59999990463257,4.00832986831665,8.72472190856934,8.84194469451904,43,67.6,0,23.5,26,62,60.5
-76.17640250254898,-127.32588683392918,22.9911098480225,22.9911098480225,24.6000003814697,24.6000003814697,29.1669406890869,29.1669406890869,41,41,1,-88.5,-88.5,13.5,13.5
-99.72914541922563,-160.5140713966496,12.6349417686462,14.0609736442566,18.3291501998901,21.375799369812,17.3672199249268,19.7024993896484,0,18.4,0,-116.5,-113,32,28
-1.7452204480537794,-129.29883466197006,16.9348360061645,17.8370594024658,19.3333501815796,20.5300003051758,19.7761096954346,21.4157527923584,9,42.7,0,-62.5,-59,-28.5,-34.5
-83.30077399898649,-123.17234622075367,28.7076103210449,29.0138305664062,26.9750003814697,27.1950000762939,29.1669406890869,29.1733875274658,34,71.6,1,-85.5,-85,10.5,10
39.306183310570376,30.77260826779869,16.4980574607849,17.8047253608704,19.1666507720947,21.4399707794189,30.2226400375366,30.2983045578003,0.5,0.9,0,43.5,44,16,16
9.977211115359076,43.85557764322092,10.5469446182251,10.6123600006104,18.3041496276855,18.6583499908447,16.1752796173096,16.1752796173096,0,1.5,0,38.5,39.5,36,35.5
25.392678354559344,34.242206629841455,8.3914722442627,9.82280540466309,25.2416505813599,26.6174892425537,22.2344455718994,23.6477794647217,0,0,1,37.5,42,27,22.5
-79.19029582423451,-84.8064958271654,24.0116691589355,24.0116691589355,26.4582996368408,26.4582996368408,30.4252796173096,30.4252796173096,73,73,1,-54.5,-54.5,5.5,5.5
15.751569978200395,-7.647113718187823,16.595276260376,17.0705814361572,27.8916501998901,28.2008094787598,23.163890838623,24.9172191619873,1,5,1,12,14.5,13,10
-15.372445837606538,-29.53932402945424,11.0672782897949,11.2980001449585,28.875,29.3241706848145,19.1480598449707,20.5433345794678,0,0,0,-12,-8,19,17
-58.27123245957245,3.3906152697062186,11.0310018539429,11.2203336715698,11.9750003814697,12.6016399383545,13.8369398117065,13.8369398117065,49,51.4,0,-3,-2,43,43
59.92429458951481,22.66175423905878,27.5635578155518,27.8765003204346,27.7250003814697,27.9217002868652,28.392219543457,28.392219543457,0,0,1,46,48,5.5,3.5
89.87537538204211,101.74048507835177,23.1708932876587,23.4906713485718,23.3291492462158,23.95246925354,28.800835609436,28.8552797317505,29.5,37.9,1,107.5,108,16,16
10.935066018448927,140.3444677705735,3.70388872623444,4.27930550575256,-5.52083516120911,-2.24500008821487,6.08500003814697,6.79111099243164,4,46.6,0,98,103,51.5,48.5
16.288713569393305,-22.63862941095475,26.2910564422607,26.832498550415,26.4832992553711,26.7433002471924,29.3330593109131,29.3330593109131,19,25.6,1,7,8.5,6.5,6
5.0233298172623835,-13.52339838036112,14.4333343505859,15.4975004196167,29.125,29.3549797058105,21.0249996185303,23.4428882598877,0,0,0,4.5,6.5,18,13.5
105.98802824416713,83.84108393551173,27.7120819091797,27.8029136657715,27.5458498001099,27.5491693496704,28.9155597686768,28.9155597686768,11,15.8,1,106,106.5,10.5,10.5
20.58855955790013,33.54251696534574,9.57994441986084,12.1682222366333,22.2667007446289,25.2466598510742,17.5083293914795,22.1572208404541,0,0,0,35,40,28.5,24.5
17.64261777998726,-25.68879045508151,28.1313901901245,28.2763902664185,26.3374996185303,26.3674999237061,29.3330593109131,29.3330593109131,26,33.2,1,7.5,7.5,5.5,5
-20.457818285444976,19.471587609306216,11.5402761459351,11.7118322372437,13.6000003814697,13.8750198364258,16.1911106109619,16.1911106109619,18,23.6,0,14.5,16,41,40
41.7505499846715,178.49076875560232,6.23294496536255,6.56733360290527,-0.383333195000887,2.16916798353195,12.2322196960449,12.4205598831177,70.5,74.6,0,127.5,129,41.5,40.5
4.742817998007383,41.49726567642333,11.1033878326416,12.5230518341064,17.2000007629395,17.6532997131348,16.1752796173096,16.1752796173096,0,25.4,0,36.5,38.5,35.5,35
-35.768241394787054,57.03366907887997,8.9671109199524,9.00336103439331,7.82083511352539,8.00917019844055,10.7041702270508,11.0611927986145,15.5,63.5,0,30,32,51,49
-12.227092245295218,4.612828357154523,12.8503305435181,12.9739965438843,21,21.0199996948242,16.1623601913452,16.532472038269,0,0,0,8,8.5,33.5,33.5
-6.23168809170258,-3.6869257542375125,8.513028049469,9.05105543136597,24.3541507720947,26.6625007629395,10.9927797317505,13.1878909111023,0,0,0,1,12,29,19
-3.4722911399517207,-43.418956791044764,22.6116094589233,22.8501634597778,24.5707998275757,24.8408002853394,29.0588893890381,29.0588893890381,40,45.6,1,-7.5,-7,7.5,7.5
-70.17796144254709,25.81820702468019,9.83500003814697,9.98305606842041,9.35000038146973,9.57499980926514,11.4505596160889,12.1244401931763,51,74,0,5.5,7.5,49,48
77.32756164897975,5.381509378437775,18.7707490921021,19.7191104888916,19.0291500091553,21.0550302505493,25.7036094665527,25.7499704360962,13.5,50.3,0,46,48,-18,-20.5
179.04008918683382,108.26862907708757,11.0273593902588,11.2668622970581,14.058349609375,16.353299331665,12.7825002670288,14.1566696166992,11,70.9,0,141.5,149.5,-34.5,-38.5
26.815689998875857,45.94753845799152,12.4674404144287,12.7246122360229,24.7749996185303,25.2866806030273,19.8488903045654,20.4705562591553,0,0,0,47,48,29.5,29
-35.559652973472865,-134.1870049718548,11.4560272216797,16.7167765617371,11.7583498954773,18.695029258728,28.5874996185303,29.0747203826904,4.5,42.9,1,-78,-77,-8.5,-10.5
66.88263962793128,128.434657421844,20.0692783355713,20.3299457550049,21.0499992370605,21.4433601379395,25.1511096954346,25.2668857574463,59,70.2,1,106,107,22.5,22.5
-36.55348755073005,-126.94437649552206,26.0023874282837,26.6870859146118,26.3333501815796,26.757470703125,29.0912504196167,30.0038312911987,39.5,84.9,1,-67,-62,-11,-16.5
15.47090637112142,-124.74655868222989,15.5981698989868,15.6532217025757,16.7999992370605,17.1650196075439,18.3180599212646,18.3180599212646,2,15.4,0,-54,-53.5,-33.5,-34.5
115.278329550764,102.39564705539124,28.500111579895,29.2694738388062,25.7875003814697,26.8783203125,29.8813896179199,29.8824996948242,42.5,84,1,106,108.5,-6.5,-8
-57.745013564502784,-133.64792343055421,27.1665580749512,27.2792259216309,26.0499992370605,26.1366401672363,29.1749992370605,29.1749992370605,0,43.2,1,-85.5,-85,11.5,11
12.686582982132746,-128.9740685221775,14.9523589134216,15.0004128456116,17.1500005722046,17.2366407394409,17.5756950378418,17.5820274353027,11,11.8,0,-57.5,-57,-34.5,-34.5
-93.79217351960402,-112.44114939022963,28.3736095428467,28.3736095428467,25.9083003997803,25.9083003997803,29.725830078125,29.725830078125,68,68,1,-79.5,-79.5,9,9
61.42957090680065,-19.66355747474362,10.0633901596069,10.0953901290894,9.89999961853027,9.96666374206543,12.7044401168823,12.7044401168823,78,80.4,0,22,22.5,45,44.5
-53.537884622410104,62.60400539671803,6.83844413757324,6.93916730880737,2.80833005905151,3.04999804496765,8.14722347259521,8.2591667175293,44,50.8,0,26.5,28.5,63.5,62.5
