x,y,humid,humid90,temp,temp90,h10pix,h10pix90,trees,trees90,NoYes,Xmin,Xmax,Ymin,Ymax,group
51.580025058546894,8.862338153090588,7.30133304595947,7.9998888015747,8.35832977294922,10.32333984375,16.1752796173096,16.1752796173096,1,5,0,37,38,38,37.5,0
48.383528530770846,-53.81294188420267,6.81716694831848,7.14102792739868,3.02916502952576,4.83750286102295,9.02361106872559,9.02361106872559,4.5,35.6,0,6,9,63,62,0
-35.66328081753672,49.27464149474451,16.5720024108887,16.9553318023682,21.4500007629395,21.9466999053955,19.2727794647217,19.5299453735352,1,1,0,20.5,25.5,-21.5,-23.5,0
10.191272524505626,48.60055741989277,24.9750541687012,25.5114213943481,27.283299446106,27.6916706085205,28.392219543457,28.392219543457,4,18.5,1,43,44.5,3,1.5,0
16.486085250764933,-22.760651644506158,10.5875528335571,10.7223306655884,15.4416499137878,15.6749701499939,15.5422201156616,15.5422201156616,2.5,4.5,0,7,7.5,36.5,36.5,0
14.05524471116253,-30.394402543829923,13.1511096954346,13.1511096954346,15.2833003997803,15.2833003997803,14.9241695404053,14.9241695404053,11,11,0,3,3,39.5,39.5,0
28.453167298929596,-14.572973303970448,12.2372764587402,12.9854961395264,14.9416999816895,15.5599994659424,15.9636096954346,15.9636096954346,5,21.4,0,15.5,18.5,41.5,40,0
-17.02960618164916,-9.81813291725691,19.1855026245117,19.8336727142334,28.1833000183105,28.5016998291016,25.7763900756836,28.414778137207,2,10.2,1,0.5,1.5,12.5,11,0
-24.87083222338655,-5.271471571751122,24.8152221679687,26.2816680908203,26.8332996368408,28.1216594696045,29.1766700744629,29.301781463623,10,25.6,1,0.5,1.5,10.5,6,0
-15.595775427390379,-13.157443762451548,17.8466701507568,17.8466701507568,28.3250007629395,28.3250007629395,25.4825000762939,25.4825000762939,0,0,1,0,0,12.5,12.5,0
-40.24793796363626,62.42397922675892,8.7797504901886,9.31491713523865,12.483350276947,14.2766703605652,21.0504150390625,21.2636352539062,3.5,5.5,0,28,28.5,-29.5,-29.5,0
31.22630984294793,12.59110609991738,16.7514194488525,16.9849193572998,20.9916496276855,21.1183296203613,17.5083293914795,17.5083293914795,5,9,0,32.5,32.5,30.5,30,0
-67.97618598266072,4.9548204625841,26.9149709701538,27.1331369400024,25.2041501998901,25.340830039978,29.0588893890381,29.0588893890381,64.5,72.1,1,-7,-7,5,4.5,0
-0.7680150082426066,53.86392850917699,26.3080596923828,26.3080596923828,25.7833003997803,25.7833003997803,26.7791690826416,26.7791690826416,0,0,1,39.5,39.5,-7,-7,0
-8.979641037240986,50.68981451346544,23.3790584564209,25.1988918304443,24.11669921875,25.5466606140137,26.7791690826416,26.7791690826416,30,40.2,1,37.5,39,-5,-6,0
-22.156847203582807,45.586979671731704,18.7776103973389,19.2546903610229,22.3832998275757,23.8400098800659,21.0741691589355,21.9793033599854,19.5,39.1,0,28.5,30.5,-15,-16,0
30.13560262294208,39.581735802601756,19.1449728012085,19.271971321106,22.6416501998901,23.5424900054932,30.128059387207,30.128059387207,0,0,0,44.5,46.5,16.5,16,0
61.08312052076907,-52.79874565541184,9.16205558776855,9.23105545043945,7.44583010673523,7.49332995414734,9.77500057220459,9.79891700744629,50.5,71.9,0,17,18,54.5,53.5,0
-0.44576958451213833,37.58134367723238,14.6184467315674,14.9096687316895,20.0500001907349,20.8299997329712,25.2215251922607,25.2371929168701,22.5,28.5,1,35,35,0.5,0,0
13.383445885428426,-8.293809109719591,9.54097108840942,9.9957501411438,22.0749998092651,22.8566904067993,15.6583299636841,15.6997203826904,0,0,0,10.5,15.5,29,26.5,0
48.345169371341356,-3.1772766841885836,11.1881939888,11.2801379203796,11.0416502952576,11.2349703788757,12.9486103057861,12.9486103057861,1.5,1.9,0,28.5,28.5,44.5,44,0
57.27544823314567,-32.1909357952558,9.30219449996948,10.0186913490295,8.8749852180481,11.1699902534485,13.6791648864746,13.9111399650574,37,72.8,0,24.5,25,42,41.5,0
-38.97756723728405,40.68866119834268,10.0560543060303,10.4675539016724,20.4500007629395,20.8099800109863,19.0011100769043,19.2727794647217,2,4.2,0,17,18,-21.5,-22,0
-27.630042195109883,60.96899152775341,23.1149713516235,23.7641942977905,24.2041997909546,24.7233303070068,25.2816696166992,25.4011096954346,24.5,55,1,34,36,-17.5,-21.5,0
29.635052923789676,-35.57956602746072,9.01055526733398,9.01055526733398,8.18332958221436,8.18332958221436,13.1072196960449,13.1072196960449,28,28,0,9,9,47,47,0
26.60732352087437,-38.72169231008975,10.4991680145264,10.5934476852417,9.93332958221436,10.5083602905273,11.3919401168823,12.7217819213867,4,24.8,0,4,5.5,49.5,47.5,0
71.01743592393458,36.57980201450747,9.02705545425415,9.74275064468384,18.1750001907349,19.7100004196167,13.8430595397949,13.8430595397949,0,0,0,61,64.5,33.5,32,0
45.1375615945089,43.799947985994024,21.8312801361084,22.0659412384033,26.9416999816895,27.1649803161621,25.7066707611084,27.6141700744629,0,0,0,52.5,56,24.5,22.5,0
61.347646754084366,12.974809697180488,6.52555575370789,6.73672189712524,6.83750009536743,8.55750322341919,12.7475004196167,12.7475004196167,1,2.1,0,43,44.5,39,37.5,0
14.565213952810085,39.17842109926547,23.6742198944092,25.1445274353027,25.941650390625,27.8666902542114,30.3172206878662,30.3172206878662,1,25.5,1,39,42,12.5,10.5,0
3.2236620730122363,-45.258634208151975,13.5624398231506,13.6654398918152,16.245849609375,16.5691696166992,15.1541647911072,15.310608959198,4.5,6.5,0,-9,-9,39,38.5,0
33.08115383486196,-58.56852646488797,9.85036096572876,10.1072233200073,9.0583348274231,10.7291698455811,13.3941698074341,13.7383298873901,37,75.2,0,4,7,46,44,0
-14.537675548397285,-28.79099668834312,12.0930260658264,14.0524438858032,28.9666996002197,29.5691999435425,19.499719619751,20.7908306121826,0,0,0,-8.5,-5.5,21.5,15.5,0
-37.07501255218298,-20.163559000592873,20.9984981536865,23.3842473983765,26.0291500091553,26.2792003631592,28.5088901519775,28.6738899230957,26,36.5,1,-13.5,-8,11,7.5,0
47.061277871387766,-25.973223330479232,9.28297214508057,9.28969440460205,8.00416469573975,8.02083263397217,9.73027801513672,9.7525001525879,15.5,26.3,0,19,19.5,53,53,0
-22.296296472505748,-17.287266760639323,19.9509185791016,20.0730865478516,27.3166494369507,27.3299695968628,26.4661102294922,26.7247741699219,8.5,9.7,1,-5,-4.5,11.5,11.5,0
-57.04445312210137,22.91358850667108,10.7393051147461,10.7406951904297,11.9874997138977,12.0174996376038,14.0090303421021,14.1300302505493,76,77.6,0,8.5,10,44,44,0
47.671158166746125,-41.022400271979606,9.8554726600647,9.91941709518433,9.38332986831665,9.82332963943481,12.3162498474121,12.4154739379883,36.5,63.3,0,16.5,17,47.5,47,0
16.009602788692458,-9.257031988100527,10.7124439239502,11.5245002746582,20.36669921875,21.0966995239258,15.6997203826904,16.625,0,0,0,12,15,32,28.5,0
25.353527432916994,4.234286923490792,14.1188898086548,14.585280418396,20.8166999816895,21.6082992553711,15.7402801513672,16.1005592346191,0,0,0,23.5,25,31.5,28,0
40.22685883384409,14.909599228041621,10.8394498825073,10.8394498825073,17.61669921875,17.61669921875,17.5083293914795,17.5083293914795,0,0,0,36,36,31,31,0
-18.623441414584057,-30.52738970603552,13.3901962280273,14.6967261314392,29.1041498184204,29.2892004013062,20.6583309173584,20.8615308761597,0,1,0,-10.5,-8.5,17,15.5,0
64.96880307203288,28.1935328222757,10.0545567512512,10.7301405906677,17.7333002090454,20.2708000183105,14.2852802276611,14.2852802276611,0,0,0,52.5,57,37,34.5,0
57.33349263956567,11.173346068721537,7.03294467926025,7.17727756500244,9.04167032241821,10.3991913795471,13.2908301353455,14.4381072998047,1.5,2,0,40.5,41.5,39,38.5,0
68.28727395791698,-57.97291228798917,7.99555587768555,8.00236129760742,5.33749985694885,5.52917003631592,9.18625020980835,9.36555576324463,61,66.5,0,17,18.5,60,59.5,0
-33.891056108273126,50.75101277798844,15.3498578071594,15.6212458610535,20.0833501815796,20.3366697311401,18.3595848083496,18.6541404724121,16,18.4,0,26,26,-25,-25.5,0
-38.338014269039846,63.34835322217683,18.1190008163452,18.1646669387817,21.5708494186401,21.6875295639038,23.0437498092651,23.1576375961304,37.5,49.1,0,32,32,-26.5,-27,0
52.389581960956924,-64.31891598076523,8.95727787017822,9.15983333587647,7.72499990463257,8.2950002670288,10.2808303833008,10.3687196731567,63,71.6,0,10.5,12,51,50.5,0
